Date,PX_LOW,PX_HIGH,PX_VOLUME,PX_OPEN,PX_CLOSE_1D,BEST_PE_RATIO,CUR_MKT_CAP,BETA_ADJ_OVERRIDABLE,BEST_DIV_YLD
3/21/97,782.65,786.44,453874496,782.65,782.65,16.937,0,0.93,#N/A N/A
3/24/97,780.79,791.01,407424384,784.1,784.1,17.092,0,0.93,#N/A N/A
3/25/97,788.39,798.11,383637696,790.89,790.89,17.049,0,0.93,#N/A N/A
3/26/97,786.77,794.89,395372192,789.07,789.07,17.0943,0,0.93,#N/A N/A
3/27/97,767.32,792.58,407744608,790.5,790.5,16.7276,0,0.93,#N/A N/A
3/28/97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16.748,0,#N/A N/A,#N/A N/A
3/31/97,756.13,773.88,467988000,773.88,773.88,16.2389,0,0.93,#N/A N/A
4/1/97,751.26,761.49,425777984,757.12,757.12,16.2864,0,0.93,#N/A N/A
4/2/97,747.59,759.65,391024384,759.64,759.64,16.0902,0,0.93,#N/A N/A
4/3/97,744.4,751.04,423976096,750.11,750.11,16.1297,0,0.93,#N/A N/A
4/4/97,744.04,757.9,443380896,750.32,750.32,16.3134,0,0.93,#N/A N/A
4/7/97,757.9,764.82,354221888,757.9,757.9,16.4097,0,0.93,#N/A N/A
4/8/97,758.36,766.25,341626400,762.13,762.13,16.4924,0,0.93,#N/A N/A
4/9/97,759.15,769.53,345777600,766.12,766.12,16.3702,0,0.93,#N/A N/A
4/10/97,757.65,763.73,332187200,760.6,760.6,16.3218,0,0.93,#N/A N/A
4/11/97,737.64,758.34,381544896,758.34,758.34,16.1206,0,0.93,#N/A N/A
4/14/97,733.54,743.73,330026592,737.65,737.65,16.4451,0,0.93,#N/A N/A
4/15/97,743.73,754.72,426857984,743.73,743.73,16.6959,0,0.93,#N/A N/A
4/16/97,751.99,763.53,410100096,754.72,754.72,16.8968,0,0.93,#N/A N/A
4/17/97,760.49,768.55,415750688,763.53,763.53,16.8484,0,0.93,#N/A N/A
4/18/97,761.77,767.93,420021504,761.77,761.77,16.918,0,0.93,#N/A N/A
4/21/97,756.38,767.39,331652288,766.34,766.34,16.781,0,0.93,#N/A N/A
4/22/97,759.9,774.64,420959008,760.37,760.37,17.109,0,0.93,#N/A N/A
4/23/97,771.9,778.19,395197088,774.61,774.61,17.1134,0,0.93,#N/A N/A
4/24/97,769.72,779.89,410280512,773.64,773.64,17.0614,0,0.93,#N/A N/A
4/25/97,764.63,771.18,303660288,771.18,771.18,16.9106,0,0.93,#N/A N/A
4/28/97,763.3,773.89,335188704,765.37,765.37,17.0735,0,0.93,#N/A N/A
