Date,PX_LOW,PX_HIGH,PX_VOLUME,PX_OPEN,PX_CLOSE_1D,BEST_PE_RATIO,CUR_MKT_CAP,BETA_ADJ_OVERRIDABLE,BEST_DIV_YLD
8/28/00,1506.45,1523.95,854153088,1506.45,1506.45,24.9004,13228495,0.98,#N/A N/A
8/29/00,1505.48,1514.89,922550912,1514.09,1514.09,24.7869,13191598,0.98,#N/A N/A
8/30/00,1500.09,1510.49,925142976,1509.84,1509.84,24.6317,13134840,0.98,#N/A N/A
8/31/00,1502.59,1525.21,1242676864,1502.59,1502.59,24.9006,13270277,0.98,#N/A N/A
9/1/00,1515.53,1530.09,890627520,1517.68,1517.68,24.848,13395108,0.98,#N/A N/A
9/4/00,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24.8455,#N/A N/A,#N/A N/A,#N/A N/A
9/5/00,1503.75,1520.77,1025611520,1520.77,1520.77,24.6455,13137316,0.98,#N/A N/A
9/6/00,1492.12,1512.61,1232367616,1507.08,1507.08,24.387,13007434,0.98,#N/A N/A
9/7/00,1492.25,1505.34,1140354816,1492.25,1492.25,24.5838,13096720,0.98,#N/A N/A
9/8/00,1489.88,1502.51,1115705472,1502.51,1502.51,24.4552,13027277,0.98,#N/A N/A
9/11/00,1483.01,1506.76,1073699392,1494.5,1494.5,24.3473,12983719,0.98,#N/A N/A
9/12/00,1479.67,1496.93,1193603840,1489.26,1489.26,24.2281,12921643,0.98,#N/A N/A
9/13/00,1473.61,1487.45,1328443008,1481.99,1481.99,24.2651,12947342,0.98,#N/A N/A
9/14/00,1476.73,1494.16,1268818816,1484.91,1484.91,24.1864,12910415,0.98,#N/A N/A
9/15/00,1460.22,1480.96,1596888832,1480.87,1480.87,23.9231,12782558,0.98,#N/A N/A
9/18/00,1441.92,1467.77,1212853504,1465.81,1465.81,23.653,12597061,0.98,#N/A N/A
9/19/00,1444.51,1461.16,1224271744,1444.51,1444.51,23.8992,12729640,0.98,#N/A N/A
9/20/00,1430.95,1460.49,1336225792,1459.9,1459.9,23.7938,12655526,0.98,#N/A N/A
9/21/00,1436.3,1452.77,1231876864,1451.34,1451.34,23.7975,12634004,0.98,#N/A N/A
9/22/00,1421.08,1449.05,1737069056,1449.05,1449.05,23.8154,12632663,0.98,#N/A N/A
9/25/00,1435.93,1457.42,1240065664,1448.72,1448.72,23.6426,12549777,0.97,#N/A N/A
9/26/00,1425.25,1448.04,1406180736,1439.03,1439.03,23.4659,12446635,0.97,#N/A N/A
9/27/00,1419.44,1437.22,1418068736,1427.21,1427.21,23.4862,12441706,0.97,#N/A N/A
9/28/00,1425.78,1461.69,1467630464,1426.57,1426.57,23.9802,12718723,0.97,#N/A N/A
9/29/00,1436.29,1458.29,1359906560,1458.29,1458.29,23.5879,12533225,0.97,#N/A N/A
10/2/00,1429.83,1445.6,1321368448,1436.52,1436.51,23.5217,12534876,0.97,#N/A N/A
10/3/00,1425.28,1454.82,1443345408,1436.23,1436.23,23.3678,12439738,0.97,#N/A N/A
10/4/00,1416.31,1439.99,1604015360,1426.46,1426.46,23.4959,12506855,0.97,#N/A N/A
10/5/00,1431.8,1444.17,1506647680,1434.32,1434.32,23.5617,12524761,0.97,#N/A N/A
10/6/00,1397.06,1443.3,1386844544,1436.28,1436.28,23.1582,12287241,0.97,#N/A N/A
10/9/00,1392.48,1409.69,953127296,1408.99,1408.99,23.0057,12356262,0.97,#N/A N/A
10/10/00,1383.85,1408.83,1413978240,1402.03,1402.03,22.7799,12098907,0.97,#N/A N/A
10/11/00,1349.67,1387.02,1869329664,1387.02,1387.02,22.4781,11897786,0.97,#N/A N/A
10/12/00,1328.06,1374.93,1753012736,1364.59,1364.59,21.9649,11593277,0.97,#N/A N/A
10/13/00,1326.81,1374.17,1572016000,1329.78,1329.78,22.6701,11979930,0.97,#N/A N/A
10/16/00,1365.06,1379.48,1371074944,1374.17,1374.17,22.6855,11982927,0.97,#N/A N/A
10/17/00,1342.34,1380.99,1517963520,1374.62,1374.62,22.3477,11769998,0.97,#N/A N/A
10/18/00,1305.79,1356.65,1931511552,1349.97,1349.97,22.1391,11707428,0.97,#N/A N/A
10/19/00,1342.13,1389.93,1690835840,1342.13,1342.13,22.9322,12109905,0.97,#N/A N/A
10/20/00,1382.19,1408.47,1450828672,1388.76,1388.76,23.0393,12180140,0.97,#N/A N/A
10/23/00,1387.75,1406.96,1285824768,1396.93,1396.93,23.0246,12174359,0.97,#N/A N/A
10/24/00,1388.13,1415.64,1398260992,1395.78,1395.78,23.0469,12195840,0.97,#N/A N/A
10/25/00,1362.21,1398.13,1747956480,1398.13,1398.13,22.5432,11910405,0.97,#N/A N/A
10/26/00,1337.77,1372.72,1759385472,1364.9,1364.9,22.5957,11909111,0.97,#N/A N/A
10/27/00,1364.13,1384.57,1509995008,1364.44,1364.44,22.8358,12043161,0.97,#N/A N/A
10/30/00,1376.86,1406.36,1491737728,1379.58,1379.58,23.1436,12230827,0.97,#N/A N/A
10/31/00,1398.66,1432.22,1623798656,1398.66,1398.66,23.6424,12498267,0.97,#N/A N/A
11/1/00,1410.45,1429.6,1612978560,1429.4,1429.4,23.4277,12426876,0.97,#N/A N/A
11/2/00,1421.13,1433.27,1606420608,1421.22,1421.22,23.5318,12490066,0.97,#N/A N/A
11/3/00,1420.92,1433.21,1326497152,1428.32,1428.32,23.4782,12478650,0.97,#N/A N/A
11/6/00,1427.72,1438.46,1179873536,1428.76,1426.69,23.5763,12525734,0.97,#N/A N/A
11/7/00,1423.26,1436.22,1199092224,1432.19,1432.19,23.5584,12526322,0.97,#N/A N/A
11/8/00,1408.78,1437.28,1301285632,1431.87,1431.87,23.1985,12329940,0.97,#N/A N/A
11/9/00,1369.68,1409.28,1545654400,1409.28,1409.28,23.0858,12249133,0.97,#N/A N/A
11/10/00,1365.97,1400.14,1426007552,1400.14,1400.14,22.5136,11947568,0.97,#N/A N/A
11/13/00,1328.62,1365.98,1585034752,1365.98,1365.98,22.2847,11821937,0.97,#N/A N/A
11/14/00,1351.26,1390.06,1448981760,1351.26,1351.26,22.8312,12097980,0.97,#N/A N/A
11/15/00,1374.75,1395.96,1357135744,1382.95,1382.95,22.9753,12158656,0.97,#N/A N/A
11/16/00,1370.4,1394.68,1135079296,1389.81,1389.81,22.7044,12008009,0.97,#N/A N/A
11/17/00,1355.55,1384.85,1399985920,1372.32,1372.32,22.6226,11974169,0.97,#N/A N/A
11/20/00,1341.67,1367.72,1291726720,1367.72,1367.72,22.241,11754353,0.97,#N/A N/A
11/21/00,1333.62,1355.87,1374003584,1342.62,1342.62,22.3645,11796263,0.97,#N/A N/A
11/22/00,1321.89,1347.35,1240642560,1347.35,1347.35,21.9975,11578378,0.98,#N/A N/A
11/23/00,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.995,#N/A N/A,#N/A N/A,#N/A N/A
11/24/00,1322.36,1343.83,522902400,1322.36,1322.36,22.3064,11757727,0.98,#N/A N/A
11/27/00,1341.77,1362.5,1188472832,1341.77,1341.77,22.4275,11823511,0.98,#N/A N/A
11/28/00,1334.97,1358.81,1352289792,1348.97,1348.97,22.2571,11711498,0.98,#N/A N/A
11/29/00,1329.28,1352.38,1472810752,1336.09,1336.09,22.3267,11761818,0.97,#N/A N/A
11/30/00,1294.9,1341.91,2082983552,1341.91,1341.91,21.8802,11525395,0.97,#N/A N/A
12/1/00,1307.02,1334.67,1662601088,1314.95,1314.95,21.8531,11544132,0.97,#N/A N/A
12/4/00,1310.23,1332.06,1467756288,1315.18,1315.23,22.0267,11628440,0.97,#N/A N/A
12/5/00,1324.97,1376.56,1795652352,1324.97,1324.97,22.8863,12090499,0.97,#N/A N/A
12/6/00,1346.15,1376.54,1811845632,1376.54,1376.54,22.4914,11853905,0.97,#N/A N/A
12/7/00,1339.26,1353.5,1407995648,1351.46,1351.46,22.3943,11786204,0.97,#N/A N/A
12/8/00,1343.55,1380.33,1663385600,1343.55,1343.55,22.8121,12015943,0.97,#N/A N/A
12/11/00,1364.14,1389.05,1712259712,1369.89,1369.89,22.997,12136195,0.98,#N/A N/A
12/12/00,1370.27,1380.27,1445625856,1380.2,1380.2,22.8669,12083894,0.97,#N/A N/A
12/13/00,1358.48,1385.82,1582478592,1371.18,1371.18,22.6824,11987144,0.97,#N/A N/A
12/14/00,1340.48,1359.99,1403351296,1359.99,1359.99,22.3795,11811285,0.97,#N/A N/A
12/15/00,1305.38,1340.93,2449779712,1340.93,1340.93,21.9064,11562048,0.97,#N/A N/A
12/18/00,1312.15,1332.32,1546816128,1312.15,1312.15,22.2103,11658130,0.97,#N/A N/A
12/19/00,1305.2,1346.44,1760548864,1322.96,1322.74,21.9402,11508211,0.97,#N/A N/A
12/20/00,1261.16,1305.6,2027699456,1305.6,1305.6,21.2891,11149155,0.97,#N/A N/A
12/21/00,1254.07,1285.31,1963394816,1264.74,1264.74,21.5206,11240398,0.97,#N/A N/A
12/22/00,1274.86,1305.97,1498741504,1274.86,1274.86,22.0829,11513526,0.97,#N/A N/A
12/25/00,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,22.0831,#N/A N/A,#N/A N/A,#N/A N/A
12/26/00,1301.64,1315.94,1015204096,1305.97,1305.97,22.2423,11598049,0.97,#N/A N/A
12/27/00,1310.96,1332.03,1308515072,1315.19,1315.19,22.485,11719099,0.97,#N/A N/A
12/28/00,1325.78,1335.93,1233448064,1328.92,1328.92,22.5778,11766823,0.97,#N/A N/A
12/29/00,1317.51,1340.1,1321011968,1334.22,1334.22,22.3541,11644919,0.97,#N/A N/A
1/1/01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.3762,11644919,#N/A N/A,#N/A N/A
1/2/01,1276.05,1320.28,1565649536,1320.28,1320.28,19.7909,11339291,0.98,#N/A N/A
1/3/01,1274.62,1347.76,2663838720,1283.27,1283.27,20.7312,11904226,0.98,#N/A N/A
1/4/01,1329.14,1350.24,2647424000,1347.56,1347.56,20.5011,11778901,0.98,#N/A N/A
1/5/01,1294.95,1334.77,1823482880,1333.34,1333.34,19.9875,11470459,0.98,#N/A N/A
1/8/01,1276.29,1298.35,1442593408,1298.35,1298.35,19.988,11447543,0.98,#N/A N/A
1/9/01,1295.14,1311.72,1584519296,1295.86,1295.86,20.0534,11491010,0.98,#N/A N/A
1/10/01,1287.28,1313.76,1911151744,1300.8,1300.8,20.2237,11600167,0.98,#N/A N/A
1/11/01,1310.36,1332.19,1960329344,1313.27,1313.27,20.4423,11719428,0.98,#N/A N/A
1/12/01,1311.59,1333.21,1672354176,1326.82,1326.82,20.3266,11731536,0.98,#N/A N/A
1/15/01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.3298,11731536,#N/A N/A,#N/A N/A
1/16/01,1313.33,1327.81,1411107712,1318.32,1318.32,20.2625,11733229,0.98,#N/A N/A
1/17/01,1325.41,1346.92,1842614400,1326.65,1326.65,20.4007,11756194,0.98,#N/A N/A
1/18/01,1327.41,1352.71,1901482112,1329.89,1329.47,20.7324,11921968,0.98,#N/A N/A
1/19/01,1336.74,1354.55,2137997824,1347.97,1347.97,20.6745,11870723,0.98,#N/A N/A
1/22/01,1333.84,1353.62,1598848640,1342.54,1342.54,20.7038,11873571,0.98,#N/A N/A
1/23/01,1339.63,1362.9,1642673792,1342.9,1342.9,21.0061,12027479,0.98,#N/A N/A
1/24/01,1357.28,1369.59,1817041792,1360.4,1360.4,21.0564,12060952,0.98,#N/A N/A
1/25/01,1354.63,1367.35,1649611776,1364.3,1364.3,20.9615,12004746,0.98,#N/A N/A
1/26/01,1342.75,1357.51,1575466752,1357.51,1357.51,20.9106,11980237,0.98,#N/A N/A
1/29/01,1350.36,1365.54,1387732096,1354.92,1354.95,21.0586,12062035,0.98,#N/A N/A
1/30/01,1356.2,1375.68,1434085760,1364.17,1364.17,21.1999,12151245,0.98,#N/A N/A
1/31/01,1364.66,1383.37,1700696064,1373.73,1373.73,21.1134,12083776,0.98,#N/A N/A
2/1/01,1359.34,1373.5,1425923840,1366.01,1366.01,21.3771,12156705,0.98,#N/A N/A
2/2/01,1348.72,1376.38,1371136256,1373.47,1373.47,21.0205,11945308,0.98,#N/A N/A
2/5/01,1344.48,1354.56,1333683712,1349.47,1349.47,21.0854,11990837,0.98,#N/A N/A
2/6/01,1350.04,1363.55,1364983040,1354.31,1354.31,21.0829,11972373,0.98,#N/A N/A
2/7/01,1334.26,1352.26,1729528960,1352.26,1352.26,20.98,11878198,0.98,#N/A N/A
2/8/01,1332.42,1350.32,1495336832,1341.1,1340.89,20.8624,11801940,0.98,#N/A N/A
2/9/01,1309.98,1332.53,1529814016,1332.53,1332.53,20.5685,11645080,0.98,#N/A N/A
2/12/01,1313.64,1330.96,1362632064,1314.76,1314.76,20.8372,11785925,0.98,#N/A N/A
2/13/01,1317.51,1336.62,1411559936,1330.31,1330.31,20.6828,11685078,0.98,#N/A N/A
2/14/01,1304.72,1320.73,1595352832,1318.8,1318.8,20.684,11673463,0.98,#N/A N/A
2/15/01,1315.92,1331.29,1621329408,1315.92,1315.92,20.8614,11773051,0.98,#N/A N/A
2/16/01,1293.18,1326.61,1756353152,1326.61,1326.61,20.5535,11553710,0.98,#N/A N/A
2/19/01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.5571,11553710,#N/A N/A,#N/A N/A
2/20/01,1278.44,1307.16,1594039168,1301.53,1301.53,20.242,11353456,0.98,#N/A N/A
2/21/01,1253.16,1282.97,1686524800,1278.94,1278.94,19.8851,11142262,0.98,#N/A N/A
2/22/01,1228.33,1259.94,1986516480,1255.27,1255.27,19.8441,11133077,0.98,#N/A N/A
2/23/01,1215.44,1252.82,1845526144,1252.82,1252.82,19.7556,11070428,0.98,#N/A N/A
2/26/01,1241.71,1267.69,1566206976,1245.86,1245.86,20.1521,11265531,0.98,#N/A N/A
2/27/01,1252.26,1272.76,1582054528,1267.65,1267.65,20.0079,11185386,0.98,#N/A N/A
2/28/01,1229.65,1263.47,1747314048,1257.94,1257.94,19.7523,11025771,0.98,#N/A N/A
3/1/01,1214.5,1241.36,1916356736,1239.94,1239.94,19.7989,11038919,0.98,#N/A N/A
3/2/01,1219.74,1251.01,2036634624,1241.23,1241.23,19.7214,10976827,0.98,#N/A N/A
3/5/01,1234.04,1242.55,1264886016,1234.18,1234.18,19.8594,11042407,0.98,#N/A N/A
3/6/01,1241.41,1267.42,1626726400,1241.41,1241.41,20.0721,11153350,0.98,#N/A N/A
3/7/01,1253.8,1263.86,1528950656,1253.8,1253.8,20.2245,11225704,0.98,#N/A N/A
3/8/01,1257.6,1266.5,1525319936,1261.89,1261.89,20.2919,11250957,0.98,#N/A N/A
3/9/01,1228.42,1264.74,1669442944,1264.74,1264.74,19.8876,10972611,0.98,#N/A N/A
3/12/01,1176.78,1233.42,1847023104,1233.42,1233.42,19.0675,10501283,0.98,#N/A N/A
3/13/01,1171.5,1197.83,1872714368,1180.16,1180.16,19.3716,10660649,0.98,#N/A N/A
3/14/01,1155.35,1197.66,1992116736,1197.66,1197.66,18.8773,10386900,0.98,#N/A N/A
3/15/01,1166.71,1182.04,1703076864,1166.71,1166.71,18.9665,10444789,0.98,#N/A N/A
3/16/01,1148.64,1173.56,2128599168,1173.56,1173.56,18.6278,10243000,0.98,#N/A N/A
3/19/01,1147.18,1173.5,1482044032,1150.53,1150.53,18.9294,10422540,0.98,#N/A N/A
3/20/01,1142.19,1180.56,1763675648,1170.81,1170.81,18.5007,10172354,0.98,#N/A N/A
3/21/01,1118.74,1149.39,1835976192,1142.62,1142.62,18.1748,9990038,0.98,#N/A N/A
3/22/01,1081.19,1124.27,2325119744,1122.14,1122.14,18.1341,9949315,0.98,#N/A N/A
3/23/01,1117.58,1141.83,1970645120,1117.58,1117.58,18.5112,10150597,0.98,#N/A N/A
3/26/01,1139.83,1160.02,1526501504,1139.83,1139.83,18.6943,10265642,0.98,#N/A N/A
3/27/01,1150.96,1183.35,1782941440,1152.69,1152.69,19.1938,10529495,0.98,#N/A N/A
3/28/01,1147.83,1182.17,1881793408,1182.17,1182.17,18.7954,10267797,0.98,#N/A N/A
3/29/01,1136.26,1161.69,1772208256,1153.29,1153.29,18.7311,10221335,0.98,#N/A N/A
3/30/01,1143.83,1162.8,1589162112,1147.95,1147.95,18.9675,10335038,0.98,#N/A N/A
4/2/01,1137.51,1169.51,1559922944,1160.33,1160.33,18.0832,10229589,0.98,#N/A N/A
4/3/01,1100.19,1145.87,1932531840,1145.87,1145.87,17.4646,9882117,0.98,#N/A N/A
4/4/01,1091.99,1117.5,2039970688,1106.46,1106.46,17.4688,9853090,0.98,#N/A N/A
4/5/01,1103.25,1151.47,1912934912,1103.25,1103.25,18.23,10284766,0.98,#N/A N/A
4/6/01,1119.29,1151.44,1764234112,1151.44,1151.44,17.8834,10078665,0.98,#N/A N/A
4/9/01,1126.38,1146.13,1353624192,1128.43,1128.43,18.0386,10160855,0.98,#N/A N/A
4/10/01,1137.59,1173.92,1873304448,1137.59,1137.59,18.5282,10436127,0.98,#N/A N/A
4/11/01,1160.26,1182.24,1972617856,1168.38,1168.38,18.4934,10414539,0.98,#N/A N/A
4/12/01,1157.73,1183.51,1555897728,1165.89,1165.89,18.8018,10573882,0.98,#N/A N/A
4/13/01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,18.7972,10573882,#N/A N/A,#N/A N/A
4/16/01,1167.38,1184.64,1330426240,1183.5,1183.5,18.7668,10539543,0.98,#N/A N/A
4/17/01,1169.13,1192.04,1645501568,1179.68,1179.68,19.0476,10648592,0.98,#N/A N/A
4/18/01,1191.81,1248.42,2709451520,1191.81,1191.81,19.9021,11058178,0.98,#N/A N/A
4/19/01,1233.39,1253.71,2176782336,1238.16,1238.16,20.1545,11199851,0.98,#N/A N/A
4/20/01,1234.41,1253.7,1927235584,1253.7,1253.7,20.0272,11101337,0.98,#N/A N/A
4/23/01,1217.47,1242.98,1430712448,1242.98,1242.98,19.7703,10935800,0.98,#N/A N/A
4/24/01,1208.89,1233.54,1631036544,1224.36,1224.36,19.5423,10801551,0.98,#N/A N/A
4/25/01,1207.38,1232.36,1592211200,1209.47,1209.47,19.8799,10973165,0.98,#N/A N/A
4/26/01,1228.75,1248.3,1669401344,1228.75,1228.75,19.964,11025143,0.98,#N/A N/A
4/27/01,1234.52,1253.07,1418552576,1234.52,1234.52,20.2876,11190982,0.98,#N/A N/A
4/30/01,1243.99,1269.3,1601348864,1253.05,1253.05,20.2218,11158186,0.98,#N/A N/A
5/1/01,1243.55,1266.47,1507908992,1249.46,1249.46,20.467,11310340,0.98,#N/A N/A
5/2/01,1257.7,1272.93,1848139520,1266.44,1266.44,20.4946,11318645,0.98,#N/A N/A
5/3/01,1239.88,1267.43,1461929600,1267.43,1267.43,20.1941,11151335,0.98,#N/A N/A
5/4/01,1232,1267.51,1483458816,1248.58,1248.58,20.4952,11312174,0.98,#N/A N/A
5/7/01,1259.19,1270,1246804352,1266.61,1266.61,20.4661,11284400,0.98,#N/A N/A
5/8/01,1253,1267.01,1380584960,1266.71,1263.51,20.4647,11266650,0.98,#N/A N/A
5/9/01,1247.83,1261.65,1385591808,1261.2,1261.2,20.3697,11215959,0.98,#N/A N/A
5/10/01,1254.56,1268.14,1287697664,1255.54,1255.54,20.3713,11212250,0.98,#N/A N/A
5/11/01,1240.79,1259.84,1072609728,1255.18,1255.18,20.2199,11128613,0.98,#N/A N/A
5/14/01,1241.02,1249.68,1017165824,1245.67,1245.67,20.2973,11163806,0.98,#N/A N/A
5/15/01,1245.36,1257.45,1354375552,1248.92,1248.92,20.3044,11175046,0.98,#N/A N/A
5/16/01,1243.02,1286.39,1713640320,1249.44,1249.44,20.9038,11492576,0.98,#N/A N/A
5/17/01,1282.65,1296.48,1656599552,1284.99,1284.99,20.9616,11524133,0.98,#N/A N/A
5/18/01,1281.15,1292.06,1429413376,1288.49,1288.49,21.0425,11554598,0.98,#N/A N/A
5/21/01,1287.87,1312.95,1702458752,1291.96,1291.96,21.3944,11741789,0.98,#N/A N/A
5/22/01,1306.89,1315.93,1670284160,1312.83,1312.83,21.3391,11711369,0.98,#N/A N/A
5/23/01,1288.7,1309.38,1450729216,1309.38,1309.38,21.1178,11529466,0.98,#N/A N/A
5/24/01,1281.22,1295.04,1366325120,1289.05,1289.05,21.1862,11566654,0.98,#N/A N/A
5/25/01,1276.42,1293.17,968469504,1293.17,1293.17,20.9378,11430026,0.98,#N/A N/A
5/28/01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.937,11430026,#N/A N/A,#N/A N/A
5/29/01,1265.41,1278.42,1266871424,1277.89,1277.89,20.7925,11341120,0.98,#N/A N/A
5/30/01,1245.96,1267.93,1559352448,1267.93,1267.93,20.4726,11155713,0.98,#N/A N/A
5/31/01,1248.07,1261.91,1422694144,1248.08,1248.08,20.6078,11230470,0.98,#N/A N/A
6/1/01,1246.88,1265.34,1245232640,1255.82,1255.82,20.6485,11280742,0.98,#N/A N/A
6/4/01,1256.36,1267.17,991919808,1260.67,1260.67,20.7783,11334754,0.98,#N/A N/A
6/5/01,1267.11,1286.62,1396768896,1267.11,1267.11,21.0532,11474022,0.98,#N/A N/A
6/6/01,1269.01,1283.85,1380106624,1283.57,1283.57,20.8543,11366052,0.98,#N/A N/A
6/7/01,1265.41,1278.42,1370189952,1270.03,1270.03,20.9883,11428338,0.98,#N/A N/A
6/8/01,1259.99,1277.11,981370624,1276.96,1276.96,20.7891,11318506,0.98,#N/A N/A
6/11/01,1249.23,1264.96,1014359168,1264.96,1264.96,20.6045,11221515,0.98,#N/A N/A
6/12/01,1235.75,1261,1327813120,1254.39,1254.39,20.6494,11234556,0.98,#N/A N/A
6/13/01,1241.59,1259.75,1214911744,1255.85,1255.85,20.4033,11107140,0.98,#N/A N/A
6/14/01,1218.9,1241.6,1490619520,1241.6,1241.6,20.0586,10910976,0.98,#N/A N/A
6/15/01,1203.03,1221.5,2063020800,1219.87,1219.87,20.0014,10864596,0.98,#N/A N/A
6/18/01,1208.33,1221.23,1317520768,1214.36,1214.36,19.9987,10812508,0.98,#N/A N/A
6/19/01,1207.71,1226.11,1577720448,1208.43,1208.43,20.0977,10849656,0.98,#N/A N/A
6/20/01,1210.07,1225.61,1705208448,1212.58,1212.58,20.3035,10943785,0.98,#N/A N/A
6/21/01,1220.25,1240.24,1842672640,1223.14,1223.14,20.5205,11067955,0.98,#N/A N/A
6/22/01,1221.41,1237.73,1433436928,1237.04,1237.04,20.2688,10963523,0.98,#N/A N/A
6/25/01,1213.6,1231.5,1263730560,1225.35,1225.35,20.1764,10896161,0.98,#N/A N/A
6/26/01,1204.64,1220.7,1470111360,1218.6,1218.6,20.1766,10880117,0.98,#N/A N/A
6/27/01,1207.29,1219.92,1429192960,1216.76,1216.76,20.0968,10840327,0.98,#N/A N/A
6/28/01,1211.07,1234.44,1648430336,1211.07,1211.07,20.3944,10985669,0.98,#N/A N/A
6/29/01,1221.14,1237.29,1839260032,1226.2,1226.2,20.3684,10968532,0.98,#N/A N/A
7/2/01,1224.03,1239.78,1258460160,1224.42,1224.42,20.5329,11077765,0.98,#N/A N/A
7/3/01,1229.43,1236.71,712475200,1236.71,1236.71,20.5159,11057759,0.98,#N/A N/A
7/4/01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.5163,11057759,#N/A N/A,#N/A N/A
7/5/01,1219.15,1234.45,1098618752,1234.45,1234.45,20.2818,10921267,0.98,#N/A N/A
7/6/01,1188.74,1219.24,1279644160,1219.24,1219.24,19.8293,10664251,0.98,#N/A N/A
7/9/01,1189.75,1201.76,1297929856,1190.59,1190.59,20.0743,10759934,0.98,#N/A N/A
7/10/01,1179.93,1203.43,1522987264,1198.78,1198.78,19.7827,10605264,0.98,#N/A N/A
7/11/01,1168.46,1184.93,1701034752,1181.52,1181.52,19.7805,10593348,0.98,#N/A N/A
7/12/01,1180.18,1210.25,1714198912,1180.18,1180.18,20.2683,10844305,0.98,#N/A N/A
7/13/01,1203.61,1218.54,1366818048,1208.14,1208.14,20.4207,10911990,0.98,#N/A N/A
7/16/01,1200.05,1219.63,1315027840,1215.68,1215.68,20.2247,10793286,0.98,#N/A N/A
7/17/01,1196.14,1215.36,1631092480,1202.45,1202.45,20.4889,10901477,0.98,#N/A N/A
7/18/01,1198.33,1214.44,1693879424,1214.44,1214.44,20.4837,10833708,0.98,#N/A N/A
7/19/01,1205.8,1225.04,1710162432,1207.71,1207.71,20.6823,10896534,0.98,#N/A N/A
7/20/01,1207.04,1215.69,1465336960,1215.02,1215.02,20.665,10863630,0.98,#N/A N/A
7/23/01,1190.5,1215.22,1181394944,1210.85,1210.85,20.3337,10691598,0.98,#N/A N/A
7/24/01,1165.54,1191.03,1410269312,1191.03,1191.03,20.0319,10517150,0.98,#N/A N/A
7/25/01,1171.28,1190.52,1506182144,1171.65,1171.65,20.3934,10687676,0.98,#N/A N/A
7/26/01,1182.65,1204.18,1517097600,1190.49,1190.49,20.6238,10797948,0.98,#N/A N/A
7/27/01,1195.99,1209.26,1271116800,1202.93,1202.93,20.6903,10823379,0.98,#N/A N/A
7/30/01,1200.41,1209.05,1068438720,1205.82,1205.82,20.6749,10812504,0.98,#N/A N/A
7/31/01,1204.52,1222.74,1368941056,1204.52,1204.52,20.801,10872567,0.98,#N/A N/A
8/1/01,1211.23,1223.04,1575703040,1211.23,1211.23,20.9266,10915040,0.98,#N/A N/A
8/2/01,1215.31,1226.27,1467333760,1215.93,1215.93,21.0143,10958527,0.98,#N/A N/A
8/3/01,1205.31,1220.75,1040812032,1220.75,1220.75,20.9497,10907866,0.98,#N/A N/A
8/6/01,1197.35,1211.9,932186176,1211.9,1214.35,20.7073,10784165,0.98,#N/A N/A
8/7/01,1195.64,1207.56,1155591552,1200.47,1200.48,20.7739,10818823,0.98,#N/A N/A
8/8/01,1181.27,1206.79,1404088064,1204.4,1204.4,20.4383,10628376,0.98,#N/A N/A
8/9/01,1174.68,1184.71,1287997952,1183.53,1183.53,20.4606,10626204,0.98,#N/A N/A
8/10/01,1169.55,1193.33,1185634944,1183.43,1183.43,20.58,10688024,0.98,#N/A N/A
8/13/01,1185.12,1193.82,991193472,1190.16,1190.16,20.6078,10697590,0.98,#N/A N/A
8/14/01,1184.26,1198.79,1074485760,1191.29,1191.29,20.5451,10662292,0.98,#N/A N/A
8/15/01,1177.61,1191.21,1260714752,1186.73,1186.73,20.3987,10587779,0.98,#N/A N/A
8/16/01,1166.08,1181.8,1282685952,1178.02,1178.02,20.4768,10616731,0.98,#N/A N/A
8/17/01,1156.07,1181.66,1195141248,1181.66,1181.66,20.1829,10439677,0.98,#N/A N/A
8/20/01,1160.94,1171.41,991966528,1161.97,1161.97,20.3796,10524795,0.98,#N/A N/A
8/21/01,1156.56,1179.85,1168799360,1171.41,1171.41,20.1425,10397908,0.98,#N/A N/A
8/22/01,1153.34,1168.56,1370411904,1157.26,1157.26,20.3071,10470349,0.98,#N/A N/A
8/23/01,1160.96,1169.86,1227401344,1165.31,1165.31,20.2708,10442222,0.98,#N/A N/A
8/24/01,1162.09,1185.15,1334620160,1162.09,1162.09,20.6845,10647574,0.98,#N/A N/A
8/27/01,1178.07,1186.85,993956992,1184.93,1184.93,20.5921,10596480,0.98,#N/A N/A
8/28/01,1161.17,1179.66,1215168384,1179.21,1179.21,20.2786,10437433,0.98,#N/A N/A
8/29/01,1147.38,1166.97,1224779648,1161.51,1161.51,20.0576,10321170,0.98,#N/A N/A
8/30/01,1124.87,1151.75,1697118208,1148.6,1148.6,19.7621,10154430,0.98,#N/A N/A
